CompoundID,Gene Target,pIC50
CM-2023185,CAMK1D,8.18
CM-2023185,CAMK2A,7.66
CM-2023185,CAMKK2,6.98
CM-2023185,CDK8/Cyclin C,7.12
CM-2023185,CDK9/Cyclin K,5.31
CM-2023185,Ck1alpha1,5.34
CM-2023185,CLK2,6.22
CM-2023185,CSF1R,8.82
CM-2023185,DDR1,5.28
CM-2023185,Dyrk1A,5.29
CM-2023185,EGFR,5.35
CM-2023185,Erk2,5.27
CM-2023185,FAK,7.43
CM-2023185,Flt1,7.45
CM-2023185,GRK5,7.26
CM-2023185,IGF1R,6.21
CM-2023185,IKKE,5.33
CM-2023185,JAK2,9.16
CM-2023185,JAK3,8.26
CM-2023185,JNK1,5.29
CM-2023185,Lck,6.62
CM-2023185,LTK,7.35
CM-2023185,MAP3K10,7.42
CM-2023185,MAP4K2,8.61
CM-2023185,MAP4K4,7.3
CM-2023185,MEK1,8.86
CM-2023185,Nek2,5.29
CM-2023185,PAK4KD,6.86
CM-2023185,Pim1,5.33
CM-2023185,PKA,5.88
CM-2023185,PKCtheta,8.16
CM-2023185,PKG1A,5.4
CM-2023185,Plk3,5.43
CM-2023185,Prkcn,7.98
CM-2023185,RET,7.79
CM-2023185,Rsk2,8.03
CM-2023185,TAOK2,5.4
CM-2023185,TBK1,6.64
CM-2023185,TNK2,7.68
CM-2023185,Wee1,5.3
CM-2023185,Zipk,7.39
CM-2023185,MAP2K3,5.39
CM-2023185,Rock1,7.36
CM-2023185,STK16,6.97
CM-2023188,Abl,5.502
CM-2023188,ACVR1,5.329
CM-2023188,Akt1,5.39
CM-2023188,ALK,5.321
CM-2023188,Aurora1,6.119
CM-2023188,Aurora2,6.164
CM-2023188,BTK,5.228
CM-2023188,CAMK1D,5.261
CM-2023188,CAMK2A,6.192
CM-2023188,CAMKK2,6.056
CM-2023188,CDK8/Cyclin C,5.301
CM-2023188,CDK9/Cyclin K,5.312
CM-2023188,Ck1alpha1,5.338
CM-2023188,CLK2,5.333
CM-2023188,CSF1R,7.17
CM-2023188,DDR1,5.283
CM-2023188,Dyrk1A,5.291
CM-2023188,EGFR,5.348
CM-2023188,Erk2,5.273
CM-2023188,FAK,5.271
CM-2023188,Flt1,5.932
CM-2023188,Fyn,5.914
CM-2023188,GRK5,6.253
CM-2023188,Gsk3b,6.225
CM-2023188,IKKE,5.777
CM-2023188,JAK2,9.146
CM-2023188,JAK3,9.111
CM-2023188,JNK1,5.292
CM-2023188,Lck,5.128
CM-2023188,LTK,6.294
CM-2023188,MAP3K10,5.719
CM-2023188,MAP4K2,5.967
CM-2023188,MAP4K4,5.329
CM-2023188,MEK1,5.316
CM-2023188,Nek2,5.286
CM-2023188,PAK4KD,5.358
CM-2023188,PDGFRB,5.959
CM-2023188,Pim1,5.253
CM-2023188,PKA,5.311
CM-2023188,PKCtheta,7.008
CM-2023188,Plk3,5.432
CM-2023188,Prkcn,5.559
CM-2023188,RET,5.337
CM-2023188,Rsk2,6.067
CM-2023188,TAOK2,5.474
CM-2023188,TBK1,5.391
CM-2023188,TNK2,6.303
CM-2023188,TrkC,6.222
CM-2023188,Wee1,5.301
CM-2023188,Zipk,5.243
CM-2023188,MAP2K3,6.318
CM-2023188,SGK1,6.021
CM-2025666,Abl,5.5
CM-2025666,ACVR1,5.33
CM-2025666,Akt1,5.57
CM-2025666,ALK,5.32
CM-2025666,Aurora1,5.86
CM-2025666,BTK,5.23
CM-2025666,CAMK1D,6.45
CM-2025666,CAMK2A,5.46
CM-2025666,CAMKK2,5.3
CM-2025666,CDK8/Cyclin C,5.3
CM-2025666,CDK9/Cyclin K,5.31
CM-2025666,Ck1alpha1,5.34
CM-2025666,CLK2,5.33
CM-2025666,CSF1R,6.48
CM-2025666,DDR1,5.28
CM-2025666,Dyrk1A,5.29
CM-2025666,EGFR,5.63
CM-2025666,Erk2,5.27
CM-2025666,FAK,5.27
CM-2025666,Flt1,5.27
CM-2025666,Fyn,5.25
CM-2025666,GRK5,6.17
CM-2025666,Gsk3b,5.22
CM-2025666,IGF1R,5.43
CM-2025666,IKKE,5.35
CM-2025666,JAK2,9.17
CM-2025666,JAK3,8.34
CM-2025666,JNK1,5.29
CM-2025666,Lck,5.13
CM-2025666,MAP3K10,5.28
CM-2025666,MAP4K2,5.63
CM-2025666,MAP4K4,5.33
CM-2025666,Nek2,5.29
CM-2025666,PAK4KD,5.38
CM-2025666,PDGFRB,5.57
CM-2025666,Pim1,5.25
CM-2025666,PKA,5.72
CM-2025666,PKCtheta,6.65
CM-2025666,PKG1A,5.62
CM-2025666,Plk3,5.43
CM-2025666,Prkcn,5.56
CM-2025666,RET,6.42
CM-2025666,Rsk2,5.35
CM-2025666,TAOK2,5.58
CM-2025666,TBK1,5.39
CM-2025666,TNK2,5.93
CM-2025666,TrkC,5.33
CM-2025666,Wee1,5.3
CM-2025666,Zipk,5.91
CM-2025666,MAP2K3,5.39
CM-2025666,Rock1,6.4
CM-2025666,STK16,5.34
CM-2032742,Abl,5.5
CM-2032742,Akt1,5.39
CM-2032742,ALK,5.32
CM-2032742,Aurora1,5.26
CM-2032742,Aurora2,5.3
CM-2032742,BTK,5.23
CM-2032742,CAMK1D,6.56
CM-2032742,CAMK2A,5.44
CM-2032742,CAMKK2,5.84
CM-2032742,CDK8/Cyclin C,5.3
CM-2032742,CDK9/Cyclin K,5.31
CM-2032742,Ck1alpha1,5.34
CM-2032742,CLK2,5.33
CM-2032742,CSF1R,5.62
CM-2032742,DDR1,5.28
CM-2032742,Dyrk1A,5.29
CM-2032742,EGFR,5.35
CM-2032742,Erk2,5.27
CM-2032742,FAK,5.27
CM-2032742,Flt1,5.27
CM-2032742,Fyn,5.25
CM-2032742,GRK5,5.84
CM-2032742,Gsk3b,6.3
CM-2032742,IGF1R,5.43
CM-2032742,IKKE,5.6
CM-2032742,JAK3,7.95
CM-2032742,JNK1,8.74
CM-2032742,LTK,5.37
CM-2032742,MAP3K10,5.26
CM-2032742,MAP4K2,5.63
CM-2032742,MAP4K4,5.33
CM-2032742,MEK1,5.32
CM-2032742,Nek2,5.29
CM-2032742,PAK4KD,5.36
CM-2032742,PDGFRB,5.57
CM-2032742,Pim1,5.25
CM-2032742,PKA,5.76
CM-2032742,PKCtheta,6.47
CM-2032742,PKG1A,5.4
CM-2032742,Plk3,6.7
CM-2032742,Rsk2,5.33
CM-2032742,TAOK2,6.04
CM-2032742,TBK1,5.39
CM-2032742,TNK2,6.17
CM-2032742,TrkC,5.33
CM-2032742,Wee1,6.16
CM-2032742,MAP2K3,5.39
CM-2032742,Rock1,6.08
CM-2032742,SGK1,5.29
CM-2032742,STK16,5.34
CM-2035396,Abl,5.5
CM-2035396,ACVR1,5.33
CM-2035396,Akt1,5.39
CM-2035396,ALK,5.32
CM-2035396,Aurora1,5.26
CM-2035396,Aurora2,5.3
CM-2035396,BTK,5.23
CM-2035396,CAMK1D,5.99
CM-2035396,CAMK2A,6.48
CM-2035396,CAMKK2,5.3
CM-2035396,CDK8/Cyclin C,5.3
CM-2035396,CDK9/Cyclin K,5.31
CM-2035396,Ck1alpha1,5.34
CM-2035396,CLK2,5.33
CM-2035396,CSF1R,5.79
CM-2035396,DDR1,5.28
CM-2035396,Dyrk1A,5.29
CM-2035396,EGFR,5.35
CM-2035396,Erk2,5.27
CM-2035396,FAK,5.27
CM-2035396,Flt1,5.27
CM-2035396,GRK5,5.75
CM-2035396,Gsk3b,5.22
CM-2035396,IGF1R,5.43
CM-2035396,IKKE,5.33
CM-2035396,JAK2,8.5
CM-2035396,JAK3,7.97
CM-2035396,JNK1,5.29
CM-2035396,Lck,5.13
CM-2035396,LTK,6.11
CM-2035396,MAP3K10,5.26
CM-2035396,MAP4K2,5.63
CM-2035396,MAP4K4,5.33
CM-2035396,MEK1,5.32
CM-2035396,Nek2,5.29
CM-2035396,PAK4KD,5.36
CM-2035396,Pim1,5.25
CM-2035396,PKA,5.31
CM-2035396,PKCtheta,5.41
CM-2035396,PKG1A,5.4
CM-2035396,Plk3,5.43
CM-2035396,Prkcn,5.56
CM-2035396,RET,5.34
CM-2035396,Rsk2,5.33
CM-2035396,TAOK2,5.4
CM-2035396,TBK1,5.39
CM-2035396,TNK2,5.41
CM-2035396,TrkC,5.33
CM-2035396,Wee1,5.3
CM-2035396,Zipk,5.24
CM-2035396,MAP2K3,5.39
CM-2035396,Rock1,6.3
CM-2035396,STK16,5.34
CM-2035524,Abl,5.502
CM-2035524,ACVR1,5.329
CM-2035524,Akt1,5.39
CM-2035524,ALK,5.321
CM-2035524,Aurora1,5.413
CM-2035524,Aurora2,5.457
CM-2035524,BTK,5.228
CM-2035524,CAMK1D,5.261
CM-2035524,CAMK2A,5.44
CM-2035524,CAMKK2,5.305
CM-2035524,CDK8/Cyclin C,5.301
CM-2035524,CDK9/Cyclin K,5.312
CM-2035524,Ck1alpha1,5.338
CM-2035524,CLK2,5.333
CM-2035524,CSF1R,7.317
CM-2035524,DDR1,5.283
CM-2035524,Dyrk1A,5.291
CM-2035524,EGFR,5.348
CM-2035524,Erk2,5.273
CM-2035524,FAK,5.271
CM-2035524,Flt1,5.625
CM-2035524,Fyn,5.607
CM-2035524,GRK5,6.097
CM-2035524,Gsk3b,6.069
CM-2035524,IKKE,5.325
CM-2035524,JAK2,8.558
CM-2035524,JAK3,8.523
CM-2035524,JNK1,5.292
CM-2035524,Lck,5.128
CM-2035524,LTK,6.027
CM-2035524,MAP3K10,5.6
CM-2035524,MAP4K2,5.625
CM-2035524,MAP4K4,5.329
CM-2035524,MEK1,5.316
CM-2035524,Nek2,5.286
CM-2035524,PAK4KD,5.358
CM-2035524,PDGFRB,5.569
CM-2035524,Pim1,5.253
CM-2035524,PKA,5.311
CM-2035524,PKCtheta,6.754
CM-2035524,Plk3,5.432
CM-2035524,Prkcn,5.559
CM-2035524,RET,5.337
CM-2035524,Rsk2,5.567
CM-2035524,TAOK2,5.467
CM-2035524,TBK1,5.391
CM-2035524,TNK2,6.044
CM-2035524,TrkC,5.963
CM-2035524,Wee1,5.301
CM-2035524,Zipk,5.243
CM-2035524,MAP2K3,6.052
CM-2035524,SGK1,5.52
CM-2035647,Abl,5.502
CM-2035647,ACVR1,5.329
CM-2035647,Akt1,5.39
CM-2035647,ALK,5.321
CM-2035647,Aurora1,5.951
CM-2035647,Aurora2,6.294
CM-2035647,BTK,5.228
CM-2035647,CAMK1D,5.812
CM-2035647,CAMK2A,5.44
CM-2035647,CAMKK2,5.305
CM-2035647,CDK8/Cyclin C,5.301
CM-2035647,CDK9/Cyclin K,5.312
CM-2035647,Ck1alpha1,5.338
CM-2035647,CLK2,5.333
CM-2035647,CSF1R,7.008
CM-2035647,DDR1,5.283
CM-2035647,Dyrk1A,5.291
CM-2035647,EGFR,5.348
CM-2035647,Erk2,5.273
CM-2035647,FAK,5.334
CM-2035647,Flt1,5.921
CM-2035647,Fyn,5.253
CM-2035647,GRK5,6.174
CM-2035647,Gsk3b,5.224
CM-2035647,IGF1R,5.429
CM-2035647,IKKE,5.325
CM-2035647,JAK2,8.408
CM-2035647,JAK3,7.445
CM-2035647,Lck,5.128
CM-2035647,LTK,6.04
CM-2035647,MAP3K10,5.257
CM-2035647,MAP4K2,5.625
CM-2035647,MAP4K4,5.329
CM-2035647,MEK1,5.316
CM-2035647,Nek2,5.286
CM-2035647,PAK4KD,5.358
CM-2035647,PDGFRB,5.569
CM-2035647,Pim1,5.253
CM-2035647,PKA,5.311
CM-2035647,PKCtheta,5.413
CM-2035647,PKG1A,5.398
CM-2035647,Plk3,5.432
CM-2035647,Prkcn,5.559
CM-2035647,RET,5.788
CM-2035647,Rsk2,5.71
CM-2035647,TAOK2,5.851
CM-2035647,TBK1,5.391
CM-2035647,TNK2,6.416
CM-2035647,TrkC,5.333
CM-2035647,Wee1,5.301
CM-2035647,Zipk,5.243
CM-2035647,MAP2K3,5.394
CM-2035871,Abl,5.5
CM-2035871,ACVR1,5.33
CM-2035871,Akt1,5.39
CM-2035871,ALK,5.32
CM-2035871,Aurora1,5.26
CM-2035871,Aurora2,5.3
CM-2035871,BTK,5.23
CM-2035871,CAMK1D,6.15
CM-2035871,CAMK2A,5.52
CM-2035871,CAMKK2,5.3
CM-2035871,CDK8/Cyclin C,5.3
CM-2035871,CDK9/Cyclin K,5.31
CM-2035871,Ck1alpha1,5.34
CM-2035871,CLK2,5.33
CM-2035871,CSF1R,6
CM-2035871,DDR1,5.28
CM-2035871,Dyrk1A,5.29
CM-2035871,EGFR,5.35
CM-2035871,Erk2,5.27
CM-2035871,FAK,5.27
CM-2035871,Flt1,5.27
CM-2035871,GRK5,5.55
CM-2035871,Gsk3b,5.22
CM-2035871,IGF1R,5.43
CM-2035871,IKKE,7.25
CM-2035871,JAK2,8.89
CM-2035871,JAK3,8.32
CM-2035871,JNK1,5.29
CM-2035871,Lck,5.13
CM-2035871,LTK,5.68
CM-2035871,MAP3K10,5.26
CM-2035871,MAP4K2,5.63
CM-2035871,MAP4K4,5.33
CM-2035871,MEK1,5.32
CM-2035871,Nek2,5.29
CM-2035871,PAK4KD,5.36
CM-2035871,Pim1,5.25
CM-2035871,PKA,5.43
CM-2035871,PKCtheta,5.6
CM-2035871,PKG1A,5.4
CM-2035871,Plk3,5.43
CM-2035871,Prkcn,5.56
CM-2035871,RET,5.8
CM-2035871,Rsk2,5.33
CM-2035871,TAOK2,5.4
CM-2035871,TBK1,5.39
CM-2035871,TNK2,5.41
CM-2035871,TrkC,5.33
CM-2035871,Wee1,5.3
CM-2035871,Zipk,5.33
CM-2035871,MAP2K3,5.39
CM-2035871,Rock1,6.61
CM-2035871,STK16,5.34
CM-2035872,Abl,5.5
CM-2035872,ACVR1,5.33
CM-2035872,Akt1,5.39
CM-2035872,ALK,5.32
CM-2035872,Aurora1,5.26
CM-2035872,Aurora2,5.3
CM-2035872,BTK,5.23
CM-2035872,CAMK1D,6.61
CM-2035872,CAMK2A,6.33
CM-2035872,CAMKK2,5.3
CM-2035872,CDK8/Cyclin C,5.3
CM-2035872,CDK9/Cyclin K,5.31
CM-2035872,Ck1alpha1,5.34
CM-2035872,CLK2,5.33
CM-2035872,CSF1R,6.33
CM-2035872,DDR1,5.28
CM-2035872,Dyrk1A,5.29
CM-2035872,EGFR,5.35
CM-2035872,Erk2,5.27
CM-2035872,FAK,5.27
CM-2035872,Flt1,5.27
CM-2035872,GRK5,6.65
CM-2035872,Gsk3b,5.22
CM-2035872,IGF1R,5.43
CM-2035872,IKKE,5.33
CM-2035872,JAK2,8.97
CM-2035872,JAK3,8.15
CM-2035872,JNK1,5.29
CM-2035872,LTK,5.82
CM-2035872,MAP3K10,5.39
CM-2035872,MAP4K2,5.63
CM-2035872,MAP4K4,5.33
CM-2035872,MEK1,5.32
CM-2035872,Nek2,5.29
CM-2035872,PAK4KD,5.36
CM-2035872,Pim1,5.25
CM-2035872,PKA,5.31
CM-2035872,PKCtheta,5.42
CM-2035872,PKG1A,5.4
CM-2035872,Plk3,5.43
CM-2035872,Prkcn,5.56
CM-2035872,RET,6.12
CM-2035872,Rsk2,5.33
CM-2035872,TAOK2,5.74
CM-2035872,TBK1,5.39
CM-2035872,TNK2,5.49
CM-2035872,TrkC,5.33
CM-2035872,Wee1,5.3
CM-2035872,Zipk,5.34
CM-2035872,MAP2K3,5.39
CM-2035872,Rock1,6.31
CM-2035872,STK16,5.34
CM-2038651,Abl,5.5
CM-2038651,ACVR1,5.33
CM-2038651,Akt1,5.39
CM-2038651,ALK,5.32
CM-2038651,Aurora1,5.26
CM-2038651,Aurora2,5.3
CM-2038651,BTK,5.23
CM-2038651,CAMK1D,5.67
CM-2038651,CAMK2A,5.44
CM-2038651,CAMKK2,5.3
CM-2038651,CDK8/Cyclin C,5.3
CM-2038651,CDK9/Cyclin K,5.31
CM-2038651,Ck1alpha1,5.34
CM-2038651,CLK2,5.33
CM-2038651,CSF1R,5.3
CM-2038651,DDR1,5.28
CM-2038651,Dyrk1A,5.29
CM-2038651,EGFR,5.35
CM-2038651,Erk2,5.27
CM-2038651,FAK,5.27
CM-2038651,Flt1,5.27
CM-2038651,Fyn,5.25
CM-2038651,GRK5,5.66
CM-2038651,Gsk3b,5.22
CM-2038651,IGF1R,5.43
CM-2038651,IKKE,5.33
CM-2038651,JAK2,7.86
CM-2038651,JAK3,7.09
CM-2038651,Lck,5.13
CM-2038651,LTK,5.37
CM-2038651,MAP3K10,5.26
CM-2038651,MAP4K2,5.63
CM-2038651,MAP4K4,5.33
CM-2038651,MEK1,5.32
CM-2038651,Nek2,5.29
CM-2038651,PAK4KD,5.36
CM-2038651,PDGFRB,5.57
CM-2038651,Pim1,5.25
CM-2038651,PKA,5.31
CM-2038651,PKCtheta,5.41
CM-2038651,PKG1A,5.4
CM-2038651,Plk3,5.43
CM-2038651,Prkcn,5.56
CM-2038651,RET,5.34
CM-2038651,Rsk2,5.33
CM-2038651,TAOK2,5.4
CM-2038651,TBK1,5.39
CM-2038651,TNK2,5.41
CM-2038651,TrkC,5.33
CM-2038651,Wee1,5.3
CM-2038651,Zipk,5.24
CM-2038651,MAP2K3,5.39
CM-2038653,Abl,5.502
CM-2038653,ACVR1,5.329
CM-2038653,Akt1,5.39
CM-2038653,ALK,5.321
CM-2038653,Aurora1,5.259
CM-2038653,Aurora2,5.303
CM-2038653,BTK,5.228
CM-2038653,CAMK1D,5.492
CM-2038653,CAMK2A,5.44
CM-2038653,CAMKK2,5.305
CM-2038653,CDK8/Cyclin C,5.301
CM-2038653,CDK9/Cyclin K,5.312
CM-2038653,Ck1alpha1,5.338
CM-2038653,CLK2,5.333
CM-2038653,CSF1R,5.296
CM-2038653,DDR1,5.283
CM-2038653,Dyrk1A,5.291
CM-2038653,EGFR,5.348
CM-2038653,Erk2,5.273
CM-2038653,FAK,5.271
CM-2038653,Flt1,5.272
CM-2038653,Fyn,5.253
CM-2038653,GRK5,5.252
CM-2038653,Gsk3b,5.224
CM-2038653,IGF1R,5.429
CM-2038653,IKKE,5.325
CM-2038653,JAK2,7.233
CM-2038653,JAK3,6.726
CM-2038653,Lck,5.128
CM-2038653,LTK,5.369
CM-2038653,MAP3K10,5.257
CM-2038653,MAP4K2,5.625
CM-2038653,MAP4K4,5.329
CM-2038653,MEK1,5.316
CM-2038653,Nek2,5.286
CM-2038653,PAK4KD,5.358
CM-2038653,PDGFRB,5.569
CM-2038653,Pim1,5.253
CM-2038653,PKA,5.311
CM-2038653,PKCtheta,5.413
CM-2038653,PKG1A,5.398
CM-2038653,Plk3,5.432
CM-2038653,Prkcn,5.559
CM-2038653,RET,5.337
CM-2038653,Rsk2,5.333
CM-2038653,TAOK2,5.398
CM-2038653,TBK1,5.391
CM-2038653,TNK2,5.413
CM-2038653,TrkC,5.333
CM-2038653,Wee1,5.301
CM-2038653,Zipk,5.243
CM-2038653,MAP2K3,5.394
CM-2040611,Abl,5.5
CM-2040611,ACVR1,5.33
CM-2040611,Akt1,5.39
CM-2040611,ALK,5.32
CM-2040611,Aurora1,5.26
CM-2040611,Aurora2,5.3
CM-2040611,BTK,5.23
CM-2040611,CAMK1D,5.26
CM-2040611,CAMK2A,5.44
CM-2040611,CAMKK2,5.3
CM-2040611,CDK8/Cyclin C,5.3
CM-2040611,CDK9/Cyclin K,5.31
CM-2040611,Ck1alpha1,5.34
CM-2040611,CLK2,5.33
CM-2040611,CSF1R,6.49
CM-2040611,DDR1,5.28
CM-2040611,Dyrk1A,5.29
CM-2040611,EGFR,5.35
CM-2040611,Erk2,5.27
CM-2040611,FAK,5.27
CM-2040611,Flt1,5.28
CM-2040611,GRK5,5.25
CM-2040611,Gsk3b,5.22
CM-2040611,IGF1R,5.43
CM-2040611,IKKE,5.33
CM-2040611,JAK2,6.29
CM-2040611,JAK3,6.23
CM-2040611,JNK1,5.29
CM-2040611,Lck,5.13
CM-2040611,LTK,5.52
CM-2040611,MAP3K10,5.26
CM-2040611,MAP4K2,5.65
CM-2040611,MAP4K4,5.33
CM-2040611,MEK1,5.32
CM-2040611,Nek2,5.29
CM-2040611,PAK4KD,5.36
CM-2040611,Pim1,5.25
CM-2040611,PKA,5.31
CM-2040611,PKCtheta,5.41
CM-2040611,PKG1A,5.4
CM-2040611,Plk3,5.43
CM-2040611,Prkcn,5.56
CM-2040611,RET,5.34
CM-2040611,Rsk2,5.33
CM-2040611,TAOK2,5.72
CM-2040611,TBK1,5.39
CM-2040611,TNK2,5.41
CM-2040611,TrkC,5.33
CM-2040611,Wee1,5.3
CM-2040611,Zipk,5.36
CM-2040611,MAP2K3,5.39
CM-2040611,Rock1,5.34
CM-2040611,STK16,5.34
CM-2040612,Abl,5.5
CM-2040612,ACVR1,5.33
CM-2040612,Akt1,5.39
CM-2040612,ALK,5.32
CM-2040612,Aurora1,5.26
CM-2040612,Aurora2,5.3
CM-2040612,BTK,5.23
CM-2040612,CAMK1D,5.26
CM-2040612,CAMK2A,5.44
CM-2040612,CAMKK2,5.3
CM-2040612,CDK8/Cyclin C,5.52
CM-2040612,CDK9/Cyclin K,5.31
CM-2040612,Ck1alpha1,5.34
CM-2040612,CLK2,5.33
CM-2040612,CSF1R,6.54
CM-2040612,DDR1,5.28
CM-2040612,Dyrk1A,5.29
CM-2040612,EGFR,5.35
CM-2040612,Erk2,5.27
CM-2040612,FAK,5.27
CM-2040612,Flt1,5.27
CM-2040612,GRK5,5.25
CM-2040612,Gsk3b,5.22
CM-2040612,IGF1R,5.43
CM-2040612,IKKE,5.33
CM-2040612,JAK2,5.83
CM-2040612,JAK3,5.3
CM-2040612,JNK1,5.29
CM-2040612,Lck,5.13
CM-2040612,LTK,5.37
CM-2040612,MAP3K10,5.26
CM-2040612,MAP4K2,5.63
CM-2040612,MAP4K4,5.33
CM-2040612,MEK1,5.32
CM-2040612,Nek2,5.29
CM-2040612,PAK4KD,5.36
CM-2040612,Pim1,5.25
CM-2040612,PKA,5.31
CM-2040612,PKCtheta,5.41
CM-2040612,PKG1A,5.4
CM-2040612,Plk3,5.43
CM-2040612,Prkcn,5.56
CM-2040612,RET,5.34
CM-2040612,Rsk2,5.33
CM-2040612,TAOK2,5.4
CM-2040612,TBK1,5.39
CM-2040612,TNK2,5.41
CM-2040612,TrkC,5.33
CM-2040612,Wee1,5.3
CM-2040612,Zipk,5.24
CM-2040612,MAP2K3,5.39
CM-2040612,Rock1,5.34
CM-2040612,STK16,5.34
CM-2040613,Abl,5.5
CM-2040613,ACVR1,5.89
CM-2040613,Akt1,5.39
CM-2040613,ALK,5.32
CM-2040613,Aurora1,5.7
CM-2040613,Aurora2,5.3
CM-2040613,BTK,5.23
CM-2040613,CAMK1D,5.85
CM-2040613,CAMK2A,5.62
CM-2040613,CAMKK2,5.82
CM-2040613,CDK8/Cyclin C,5.89
CM-2040613,CDK9/Cyclin K,5.31
CM-2040613,Ck1alpha1,5.34
CM-2040613,CLK2,5.61
CM-2040613,CSF1R,7.45
CM-2040613,DDR1,5.28
CM-2040613,Dyrk1A,5.29
CM-2040613,EGFR,5.35
CM-2040613,Erk2,5.27
CM-2040613,FAK,5.27
CM-2040613,Flt1,5.86
CM-2040613,GRK5,5.25
CM-2040613,Gsk3b,5.28
CM-2040613,IGF1R,5.43
CM-2040613,IKKE,5.33
CM-2040613,JAK2,7.51
CM-2040613,JAK3,6.2
CM-2040613,JNK1,5.29
CM-2040613,Lck,6.43
CM-2040613,LTK,5.42
CM-2040613,MAP3K10,5.42
CM-2040613,MAP4K2,5.69
CM-2040613,MAP4K4,5.33
CM-2040613,MEK1,6.04
CM-2040613,Nek2,5.29
CM-2040613,PAK4KD,5.36
CM-2040613,Pim1,5.25
CM-2040613,PKA,5.31
CM-2040613,PKCtheta,5.63
CM-2040613,PKG1A,5.4
CM-2040613,Plk3,5.43
CM-2040613,Prkcn,5.56
CM-2040613,RET,5.76
CM-2040613,Rsk2,5.95
CM-2040613,TAOK2,6.05
CM-2040613,TBK1,5.39
CM-2040613,TNK2,5.62
CM-2040613,TrkC,5.33
CM-2040613,Wee1,5.3
CM-2040613,Zipk,5.78
CM-2040613,MAP2K3,5.39
CM-2040613,Rock1,5.52
CM-2040613,STK16,5.55
CM-2040614,Abl,5.5
CM-2040614,ACVR1,5.33
CM-2040614,Akt1,5.39
CM-2040614,ALK,5.32
CM-2040614,Aurora1,5.26
CM-2040614,Aurora2,5.3
CM-2040614,BTK,5.23
CM-2040614,CAMK1D,5.49
CM-2040614,CAMK2A,5.44
CM-2040614,CAMKK2,5.3
CM-2040614,CDK8/Cyclin C,5.3
CM-2040614,CDK9/Cyclin K,5.31
CM-2040614,Ck1alpha1,5.34
CM-2040614,CLK2,5.33
CM-2040614,CSF1R,7.03
CM-2040614,DDR1,5.28
CM-2040614,Dyrk1A,5.29
CM-2040614,EGFR,5.35
CM-2040614,Erk2,5.27
CM-2040614,FAK,5.27
CM-2040614,Flt1,5.27
CM-2040614,GRK5,5.25
CM-2040614,Gsk3b,5.22
CM-2040614,IGF1R,5.43
CM-2040614,IKKE,5.33
CM-2040614,JAK2,6.62
CM-2040614,JAK3,5.3
CM-2040614,JNK1,5.29
CM-2040614,Lck,5.13
CM-2040614,LTK,5.37
CM-2040614,MAP3K10,5.26
CM-2040614,MAP4K2,5.63
CM-2040614,MAP4K4,5.33
CM-2040614,MEK1,5.32
CM-2040614,Nek2,5.29
CM-2040614,PAK4KD,5.36
CM-2040614,Pim1,5.25
CM-2040614,PKA,5.31
CM-2040614,PKCtheta,5.41
CM-2040614,PKG1A,5.4
CM-2040614,Plk3,5.43
CM-2040614,Prkcn,5.56
CM-2040614,RET,5.34
CM-2040614,Rsk2,5.33
CM-2040614,TAOK2,5.4
CM-2040614,TBK1,5.39
CM-2040614,TNK2,5.41
CM-2040614,TrkC,5.33
CM-2040614,Wee1,5.3
CM-2040614,Zipk,5.24
CM-2040614,MAP2K3,5.39
CM-2040614,Rock1,5.34
CM-2040614,STK16,5.34
CM-2040648,Abl,5.5
CM-2040648,ACVR1,5.33
CM-2040648,Akt1,5.39
CM-2040648,ALK,5.32
CM-2040648,Aurora1,5.26
CM-2040648,Aurora2,5.3
CM-2040648,BTK,5.23
CM-2040648,CAMK1D,5.51
CM-2040648,CAMK2A,5.44
CM-2040648,CAMKK2,5.3
CM-2040648,CDK8/Cyclin C,5.3
CM-2040648,CDK9/Cyclin K,5.31
CM-2040648,Ck1alpha1,5.34
CM-2040648,CLK2,5.33
CM-2040648,CSF1R,5.98
CM-2040648,DDR1,5.28
CM-2040648,Dyrk1A,5.29
CM-2040648,EGFR,5.35
CM-2040648,Erk2,5.27
CM-2040648,FAK,5.27
CM-2040648,Flt1,5.37
CM-2040648,Fyn,5.25
CM-2040648,GRK5,5.25
CM-2040648,Gsk3b,5.22
CM-2040648,IGF1R,5.43
CM-2040648,IKKE,5.33
CM-2040648,JAK2,6.57
CM-2040648,JAK3,5.79
CM-2040648,JNK1,5.29
CM-2040648,Lck,5.13
CM-2040648,LTK,5.37
CM-2040648,MAP3K10,5.26
CM-2040648,MAP4K2,5.71
CM-2040648,MAP4K4,5.33
CM-2040648,MEK1,5.32
CM-2040648,Nek2,5.29
CM-2040648,PAK4KD,5.36
CM-2040648,PDGFRB,5.57
CM-2040648,Pim1,6.11
CM-2040648,PKA,5.31
CM-2040648,PKCtheta,5.41
CM-2040648,PKG1A,5.4
CM-2040648,Plk3,5.43
CM-2040648,Prkcn,6.27
CM-2040648,RET,5.34
CM-2040648,Rsk2,5.46
CM-2040648,TAOK2,6.1
CM-2040648,TBK1,5.39
CM-2040648,TNK2,5.69
CM-2040648,TrkC,5.33
CM-2040648,Wee1,5.3
CM-2040648,Zipk,5.24
CM-2040648,MAP2K3,5.39
CM-2040648,Rock1,5.46
CM-2040648,STK16,5.34
CM-2040870,Abl,5.5
CM-2040870,ACVR1,5.33
